ID,day,panelistCount,flavorScore,attribute
4596,D17,5,9.2,No Criticism
4596,D21,6,8.6,Lacks Freshness
4596,DI,6,9.6,No Criticism
4597,D10,6,9,No Criticism
4597,D14,6,9.2,No Criticism
4597,D17,5,8.7,Not clearly defined
4597,D21,6,7.5,Lacks Freshness
4597,DI,6,9.5,No Criticism
4602,D10,6,9.6,No Criticism
4602,D14,6,9.2,No Criticism
4602,D17,6,9.4,No Criticism
4602,D21,6,9.2,No Criticism
4602,DI,6,8.9,Cooked
4603,D10,6,9.6,No Criticism
4603,D14,6,9.3,No Criticism
4603,D17,6,9.4,No Criticism
4603,D21,6,9.2,No Criticism
4603,DI,6,9.7,No Criticism
4604,D10,6,8.8,Flat
4604,D14,6,8.5,"Cooked, Lacks Freshness, Milk Carton"
4604,D17,6,9,Lacks Freshness
4604,D21,6,7.7,Lacks Freshness
4604,DI,6,9.7,No Criticism
4605,D10,6,9.4,Cooked
4605,D14,6,9.1,No Criticism
4605,D17,6,9.2,No Criticism
4605,D21,6,9,Lacks Freshness
4605,DI,6,9.6,No Criticism
4606,D14,6,8.4,Lacks Freshness
4606,DI,6,8.8,Weak Chocolate Flavor
4607,D14,6,8.6,Lacks Freshness
4607,DI,6,8.5,Not clearly defined
4608,D14,6,7.9,Milk Carton
4608,DI,6,8.3,Milk Carton
4609,D14,6,9.2,No Criticism
4609,DI,6,9.4,Milk Carton
4613,D10,6,9.4,Cooked
4613,D14,6,8.6,No Criticism
4613,D17,6,8.2,Not clearly defined
4613,D21,6,7.9,Not clearly defined
4613,DI,5,9.4,No Criticism
4614,D10,6,9.3,Cooked
4614,D14,6,8.1,Lacks Freshness
4614,D17,6,8.1,Cooked
4614,D21,6,8.2,Not clearly defined
4614,DI,5,9.8,No Criticism
4615,D10,6,9,No Criticism
4615,D14,6,8.4,Lacks Freshness
4615,D17,6,8.9,Lacks Freshness
4615,D21,6,8.3,Lacks Freshness
4615,DI,5,9.3,No Criticism
4616,D10,6,9.5,No Criticism
4616,D14,6,8.9,Cooked
4616,D17,6,9.3,No Criticism
4616,D21,6,8.6,Cooked
4616,DI,5,9.2,No Criticism
4622,D10,6,9.4,No Criticism
4622,D14,6,9.2,Lacks Freshness
4622,D17,6,7.8,Lacks Freshness
4622,D21,6,6.9,Lacks Freshness
4622,DI,5,9.1,Cooked
4623,D10,6,8.3,No Criticism
4623,D14,6,0.8,"Bitter, Coagulated"
4623,DI,5,9.4,No Criticism
4624,D10,6,8.7,No Criticism
4624,D14,6,8.2,No Criticism
4624,D17,6,6.7,Not clearly defined
4624,D21,6,5.9,Not clearly defined
4624,DI,5,9.7,No Criticism
4625,D10,6,9.2,No Criticism
4625,D14,6,9.4,No Criticism
4625,D17,6,9.3,No Criticism
4625,D21,6,8.8,Not clearly defined
4625,DI,5,9.3,No Criticism
4628,D10,6,9.3,No Criticism
4628,D14,6,8.6,Cooked
4628,D17,6,8.8,No Criticism
4628,D21,6,8.6,No Criticism
4628,DI,6,9,Cooked
4629,D14,6,8.8,Cooked
4629,D17,6,1.8,"Bitter, Coagulated, Cooked"
4629,DI,6,9,Cooked
4631,D10,6,9.1,No Criticism
4631,D14,6,0.7,Coagulated
4631,DI,5,8.8,Cooked
4632,D10,6,9.3,No Criticism
4632,D14,6,2.3,"Bitter, Coagulated"
4632,DI,5,8.6,Cooked
4636,D10,6,8.7,Not clearly defined
4636,D14,6,8.5,Not clearly defined
4636,D17,5,9.1,No Criticism
4636,D21,6,8,Not clearly defined
4636,DI,6,9.6,No Criticism
4637,D10,6,8.6,Not clearly defined
4637,D14,6,8.5,Not clearly defined
4637,D17,5,8.2,Not clearly defined
4637,D21,6,6.4,"Coagulated, Other: Small chunks of fat"
4637,DI,6,9.7,No Criticism
4638,D10,6,9.4,No Criticism
4638,D14,6,4.9,Not clearly defined
4638,DI,6,9.7,No Criticism
4639,D10,6,9.6,No Criticism
4639,D14,6,9.1,No Criticism
4639,D17,5,9.3,No Criticism
4639,D21,6,9.1,No Criticism
4639,DI,6,9.6,No Criticism
4640,D14,6,9,No Criticism
4640,DI,6,9,Too sweet
4645,D14,6,6.4,Not clearly defined
4645,DI,6,9.1,No Criticism
4647,D10,6,9.5,No Criticism
4647,D14,6,8.4,Cooked
4647,D17,5,9,No Criticism
4647,D21,6,7.7,Not clearly defined
4647,DI,6,9.2,No Criticism
4648,D10,6,9.4,No Criticism
4648,D14,6,9.3,Cooked
4648,D17,5,9.1,No Criticism
4648,D21,6,8,Cooked
4648,DI,6,9.7,Cooked
4649,D10,6,9,Light Oxidized
4649,D14,6,8.6,Not clearly defined
4649,D17,5,8.3,Not clearly defined
4649,D21,6,8.9,Milk Carton
4649,DI,6,9.7,No Criticism
4650,D10,6,9.5,No Criticism
4650,D14,6,9.4,No Criticism
4650,D17,5,8.2,Not clearly defined
4650,D21,6,9,Cooked
4650,DI,6,9.5,No Criticism
4651,D14,6,7.7,Milk Carton
4651,DI,6,8.4,Milk Carton
4654,D14,6,8.5,Milk Carton
4654,DI,6,8.3,Milk Carton
4658,D14,6,8.8,Milk Carton
4658,DI,6,9.1,Milk Carton
4659,D10,5,9.2,No Criticism
4659,D14,6,8.6,Cooked
4659,DI,6,9.2,No Criticism
4660,D10,5,9.2,Cooked
4660,D14,6,8.8,Cooked
4660,DI,6,9.1,Cooked
4661,D10,5,8.9,Cooked
4661,D14,6,4.8,Not clearly defined
4661,DI,6,9,No Criticism
4662,D10,6,9.4,No Criticism
4662,D14,6,0.5,Coagulated
4662,DI,6,9.1,Flat
4663,D10,6,7.5,Not clearly defined
4663,D14,6,2.2,"Coagulated, Rancid"
4663,DI,6,9.6,No Criticism
4664,D10,5,9.3,No Criticism
4664,D14,6,9.1,No Criticism
4664,DI,6,9,No Criticism
4665,D10,6,6.4,"Foreign, Chemical, Other: Bleach odor"
4665,D14,6,2.6,"Coagulated, Rancid"
4665,DI,6,8.1,Light Oxidized
4666,D14,6,0.7,Coagulated
4667,D14,6,1.3,"Rancid, Unclean"
4667,DI,6,9.5,No Criticism
4668,D14,6,0.7,"Coagulated, High Acid"
4668,DI,6,8.5,Milk Carton
4669,D10,6,9,No Criticism
4669,D14,6,8.9,Cooked
4669,D17,5,8.7,Not clearly defined
4669,D21,6,8,Cooked
4669,DI,6,9.4,No Criticism
